IDPERSONA,DOCUMENTO_TRAYECTORIA_TEXTO,N_CARGOS_TOTAL,N_CARGOS_SIGNIFICATIVOS,N_CAMBIOS_CARGO,N_CAMBIOS_UNIDAD,DURACION_MEDIA_CARGO_ANIOS,DURACION_MEDIANA_CARGO_ANIOS,DURACION_MAX_CARGO_ANIOS,N_UNIDADES_TOTAL,N_UNIDADES_SIGNIFICATIVAS,PROPORCION_CARGOS_SIGNIFICATIVOS
1903,"TRAYECTORIA PROFESIONAL
Estado actual: Actualmente ocupa el cargo de PROFESOR TITULAR AGREGADO 1 (TC) en FACULTAD DE INGENIERÍA MECÁNICA Y CIENCIAS DE LA PRODUCCIÓN y su estado de vigencia es vigente.
Trayectoria: Ha ocupado 5 cargos significativos a lo largo de su trayectoria.
Secuencia profesional: PROFESOR PREGRADO en DESCONOCIDA (en 2008); PROFESOR PREGRADO en DESCONOCIDA (2008-2009); PROFESOR PREGRADO en DESCONOCIDA (en 2011); PROFESOR NO TITULAR OCASIONAL (TC) en FACULTAD DE INGENIERÍA MECÁNICA Y CIENCIAS DE LA PRODUCCIÓN (2015-2023); PROFESOR TITULAR AGREGADO 1 (TC) en FACULTAD DE INGENIERÍA MECÁNICA Y CIENCIAS DE LA PRODUCCIÓN (desde 2023).
Movilidad: Ha realizado 2 cambios de cargo y 1 cambios de unidad. Ha desarrollado su trayectoria en 2 unidades.
Permanencia: La duración media de sus cargos es de 2.6 años y la duración mediana es de 0.9 años. Su cargo de mayor duración se mantuvo durante 8.1 años.
Estabilidad: Su trayectoria combina cargos de distinta duración, con una mediana de 0.9 años por cargo.
Movilidad profesional: Ha permanecido durante varios años en un mismo cargo y unidad, sin cambios frecuentes.
Patrones de trayectoria: Permanencia prolongada en al menos un cargo (máximo 8.1 años). Predominio de períodos prolongados en su historial de cargos.",5,5,2,1,2.59,0.95,8.08,2,2,1.0
1933,"TRAYECTORIA PROFESIONAL
Estado actual: Actualmente ocupa el cargo de DECANO(A) en DECANATO DE POSGRADO y su estado de vigencia es vigente.
Trayectoria: Ha ocupado 5 cargos significativos a lo largo de su trayectoria.
Secuencia profesional: PROFESOR NO TITULAR OCASIONAL (TC) en DESCONOCIDA (2014-2016); PROFESOR TITULAR AGREGADO 1 (TC) en DESCONOCIDA (2016-2017); TÉCNICOS ESPECIALIZADOS - EJECUCIÓN DE PROYECTOS en FACULTAD DE INGENIERÍA MECÁNICA Y CIENCIAS DE LA PRODUCCIÓN (en 2017); SUBDECANO(A) en FACULTAD DE INGENIERÍA MECÁNICA Y CIENCIAS DE LA PRODUCCIÓN (2017-2019); PROFESOR TITULAR AGREGADO 3 (TC) en FACULTAD DE INGENIERÍA MECÁNICA Y CIENCIAS DE LA PRODUCCIÓN (2018-2022); DECANO(A) en DECANATO DE POSGRADO (desde 2022).
Movilidad: Ha realizado 5 cambios de cargo y 2 cambios de unidad. Ha desarrollado su trayectoria en 3 unidades.
Permanencia: La duración media de sus cargos es de 2.3 años y la duración mediana es de 1.8 años. Su cargo de mayor duración se mantuvo durante 4.9 años.
Estabilidad: Su trayectoria combina cargos de distinta duración, con una mediana de 1.8 años por cargo.
Movilidad profesional: Ha ocupado varios cargos a lo largo de su trayectoria (5 cambios de cargo), con cambios entre distintas unidades (2 cambios de unidad).
Patrones de trayectoria: Permanencia prolongada en al menos un cargo (máximo 4.9 años). Múltiples cambios de cargo a lo largo de su trayectoria (5). Múltiples cambios de unidad a lo largo de su trayectoria (2). Trayectoria distribuida entre varias unidades (3).",6,5,5,2,2.28,1.84,4.86,3,3,0.833
1935,"TRAYECTORIA PROFESIONAL
Estado actual: Actualmente ocupa el cargo de DECANO(A) en FACULTAD DE CIENCIAS NATURALES Y MATEMÁTICAS y su estado de vigencia es vigente.
Trayectoria: Ha ocupado 3 cargos significativos a lo largo de su trayectoria.
Secuencia profesional: EJECUCION ACTIVIDADES en DESCONOCIDA (2002-2008); PROFESOR PREGRADO en DESCONOCIDA (en 2012); PROFESOR TITULAR AGREGADO 2 (TC) en FACULTAD DE CIENCIAS NATURALES Y MATEMÁTICAS (2013-2022); DECANO(A) en FACULTAD DE CIENCIAS NATURALES Y MATEMÁTICAS (desde 2022).
Movilidad: Ha realizado 3 cambios de cargo y 1 cambios de unidad. Ha desarrollado su trayectoria en 2 unidades.
Permanencia: La duración media de sus cargos es de 5.1 años y la duración mediana es de 5.2 años. Su cargo de mayor duración se mantuvo durante 9.9 años.
Estabilidad: Su trayectoria presenta permanencias relativamente prolongadas en sus cargos, con una duración mediana de 5.2 años por cargo.
Movilidad profesional: Ha ocupado varios cargos distintos (3 cambios de cargo), manteniéndose dentro de la misma unidad.
Patrones de trayectoria: Permanencia prolongada en al menos un cargo (máximo 9.9 años). Múltiples cambios de cargo a lo largo de su trayectoria (3).",4,3,3,1,5.06,5.15,9.86,2,2,0.75
1945,"TRAYECTORIA PROFESIONAL
Estado actual: Actualmente ocupa el cargo de TÉCNICO DOCENTE 3 (MT) en DIRECCIÓN DE ADMISIONES y su estado de vigencia es no vigente.
Trayectoria: Ha ocupado 1 cargos significativos a lo largo de su trayectoria.
Secuencia profesional: TÉCNICO DOCENTE 3 (MT) en DIRECCIÓN DE ADMISIONES (en 2023).
Movilidad: Ha realizado 0 cambios de cargo y 0 cambios de unidad. Ha desarrollado su trayectoria en 1 unidades.
Permanencia: La duración media de sus cargos es de 0.3 años y la duración mediana es de 0.3 años. Su cargo de mayor duración se mantuvo durante 0.3 años.
Estabilidad: Su trayectoria combina cargos de distinta duración, con una mediana de 0.3 años por cargo.
Movilidad profesional: Ha permanecido durante varios años en un mismo cargo y unidad, sin cambios frecuentes.
Patrones de trayectoria: Trayectoria concentrada en una sola unidad. Predominio de períodos prolongados en su historial de cargos.",1,1,0,0,0.28,0.28,0.28,1,1,1.0
1947,"TRAYECTORIA PROFESIONAL
Estado actual: Actualmente ocupa el cargo de PROFESOR TITULAR PRINCIPAL (TP) en FACULTAD DE CIENCIAS SOCIALES Y HUMANÍSTICAS y su estado de vigencia es vigente.
Trayectoria: Ha ocupado 8 cargos significativos a lo largo de su trayectoria.
Secuencia profesional: PROFESOR PREGRADO en DESCONOCIDA (2001-2003); PROFESOR ACCIDENTAL en DESCONOCIDA (2001-2003); AYUDANTE DE INVESTIGACIÓN en DESCONOCIDA (2002-2003); DIRECTOR FINANCIERO ENCARGADO en DESCONOCIDA (2003-2005); PROFESOR TITULAR PRINCIPAL (TC) en FACULTAD DE CIENCIAS SOCIALES Y HUMANÍSTICAS (2003-2013); ELABORACIÓN, RECEPCIÓN Y CALIFICACIONES DE EXÁMENES, DE LA MATERIA MACROECONOMÍA II en DESCONOCIDA (2003-2004); VICEPRESIDENTE FINANCIERO en DESCONOCIDA (2008-2009); PROFESOR TITULAR PRINCIPAL (TP) en FACULTAD DE CIENCIAS SOCIALES Y HUMANÍSTICAS (desde 2013).
Movilidad: Ha realizado 7 cambios de cargo y 3 cambios de unidad. Ha desarrollado su trayectoria en 2 unidades.
Permanencia: La duración media de sus cargos es de 4.0 años y la duración mediana es de 2.1 años. Su cargo de mayor duración se mantuvo durante 13.0 años.
Estabilidad: Su trayectoria presenta permanencias relativamente prolongadas en sus cargos, con una duración mediana de 2.1 años por cargo.
Movilidad profesional: Ha ocupado varios cargos a lo largo de su trayectoria (7 cambios de cargo), con cambios entre distintas unidades (3 cambios de unidad).
Patrones de trayectoria: Permanencia prolongada en al menos un cargo (máximo 13.0 años). Múltiples cambios de cargo a lo largo de su trayectoria (7). Múltiples cambios de unidad a lo largo de su trayectoria (3). Predominio de períodos prolongados en su historial de cargos.",8,8,7,3,3.96,2.07,12.96,2,2,1.0
1961,"TRAYECTORIA PROFESIONAL
Estado actual: Actualmente ocupa el cargo de PROFESOR TITULAR AGREGADO 3 (TP) en FACULTAD DE INGENIERÍA MECÁNICA Y CIENCIAS DE LA PRODUCCIÓN y su estado de vigencia es vigente.
Trayectoria: Ha ocupado 4 cargos significativos a lo largo de su trayectoria.
Secuencia profesional: PROFESOR PREGRADO en DESCONOCIDA (2014-2015); PROFESOR NO TITULAR OCASIONAL (TC) en DESCONOCIDA (en 2016); PROFESOR TITULAR AGREGADO 3 (TP) en FACULTAD DE INGENIERÍA MECÁNICA Y CIENCIAS DE LA PRODUCCIÓN (desde 2016); GERENTE ADMINISTRATIVO en GERENCIA ADMINISTRATIVA (desde 2024).
Movilidad: Ha realizado 3 cambios de cargo y 2 cambios de unidad. Ha desarrollado su trayectoria en 3 unidades.
Permanencia: La duración media de sus cargos es de 3.4 años y la duración mediana es de 1.5 años. Su cargo de mayor duración se mantuvo durante 10.1 años.
Estabilidad: Su trayectoria combina cargos de distinta duración, con una mediana de 1.5 años por cargo.
Movilidad profesional: Ha ocupado varios cargos a lo largo de su trayectoria (3 cambios de cargo), con cambios entre distintas unidades (2 cambios de unidad).
Patrones de trayectoria: Permanencia prolongada en al menos un cargo (máximo 10.1 años). Múltiples cambios de cargo a lo largo de su trayectoria (3). Múltiples cambios de unidad a lo largo de su trayectoria (2). Trayectoria distribuida entre varias unidades (3). Predominio de períodos prolongados en su historial de cargos.",4,4,3,2,3.43,1.5,10.12,3,3,1.0
1971,"TRAYECTORIA PROFESIONAL
Estado actual: Actualmente ocupa el cargo de DECANO(A) en FACULTAD DE CIENCIAS NATURALES Y MATEMÁTICAS y su estado de vigencia es vigente.
Trayectoria: Ha ocupado 8 cargos significativos a lo largo de su trayectoria.
Secuencia profesional: PROFESOR en DESCONOCIDA (2009-2010); ... (7 cargos intermedios omitidos) ...; SUBDECANO(A) en FACULTAD DE CIENCIAS NATURALES Y MATEMÁTICAS (2023-2024); DECANO(A) en FACULTAD DE CIENCIAS NATURALES Y MATEMÁTICAS (en 2024); SUBDECANO(A) en FACULTAD DE CIENCIAS NATURALES Y MATEMÁTICAS (en 2024); SUBDECANO(A) en FACULTAD DE CIENCIAS NATURALES Y MATEMÁTICAS (2024-2025); DECANO(A) en FACULTAD DE CIENCIAS NATURALES Y MATEMÁTICAS (en 2025); DECANO(A) en DECANATO DE GRADO (en 2025); SUBDECANO(A) en FACULTAD DE CIENCIAS NATURALES Y MATEMÁTICAS (2025-2026); DECANO(A) en FACULTAD DE CIENCIAS NATURALES Y MATEMÁTICAS (en 2025); DECANO(A) en FACULTAD DE CIENCIAS NATURALES Y MATEMÁTICAS (desde 2026).
Movilidad: Ha realizado 10 cambios de cargo y 5 cambios de unidad. Ha desarrollado su trayectoria en 2 unidades.
Permanencia: La duración media de sus cargos es de 1.0 años y la duración mediana es de 0.2 años. Su cargo de mayor duración se mantuvo durante 11.4 años.
Estabilidad: Su trayectoria está formada principalmente por períodos cortos, con una duración mediana de 0.2 años por cargo.
Movilidad profesional: Ha ocupado varios cargos a lo largo de su trayectoria (10 cambios de cargo), con cambios entre distintas unidades (5 cambios de unidad).
Patrones de trayectoria: Permanencia prolongada en al menos un cargo (máximo 11.4 años). Múltiples cambios de cargo a lo largo de su trayectoria (10). Múltiples cambios de unidad a lo largo de su trayectoria (5). Predominio de períodos cortos en su historial de cargos.",17,8,10,5,0.97,0.21,11.45,3,2,0.471
1977,"TRAYECTORIA PROFESIONAL
Estado actual: Actualmente ocupa el cargo de PROFESOR TITULAR AGREGADO 3 (TC) en FACULTAD DE CIENCIAS SOCIALES Y HUMANÍSTICAS y su estado de vigencia es vigente.
Trayectoria: Ha ocupado 5 cargos significativos a lo largo de su trayectoria.
Secuencia profesional: PROFESOR PREGRADO en DESCONOCIDA (2002-2006); INVESTIGADOR en DESCONOCIDA (2004-2005); INVESTIGADOR en DESCONOCIDA (2006-2007); PROFESOR TITULAR AGREGADO 3 (TC) en FACULTAD DE CIENCIAS SOCIALES Y HUMANÍSTICAS (desde 2006); SUBDECANO/A en DESCONOCIDA (2011-2013).
Movilidad: Ha realizado 3 cambios de cargo y 2 cambios de unidad. Ha desarrollado su trayectoria en 2 unidades.
Permanencia: La duración media de sus cargos es de 5.6 años y la duración mediana es de 1.9 años. Su cargo de mayor duración se mantuvo durante 20.3 años.
Estabilidad: Su trayectoria combina cargos de distinta duración, con una mediana de 1.9 años por cargo.
Movilidad profesional: Ha ocupado varios cargos a lo largo de su trayectoria (3 cambios de cargo), con cambios entre distintas unidades (2 cambios de unidad).
Patrones de trayectoria: Permanencia prolongada en al menos un cargo (máximo 20.3 años). Múltiples cambios de cargo a lo largo de su trayectoria (3). Múltiples cambios de unidad a lo largo de su trayectoria (2). Predominio de períodos prolongados en su historial de cargos.",5,5,3,2,5.59,1.92,20.34,2,2,1.0
1979,"TRAYECTORIA PROFESIONAL
Estado actual: Actualmente ocupa el cargo de PROFESOR NO TITULAR OCASIONAL (TC) en FACULTAD DE CIENCIAS SOCIALES Y HUMANÍSTICAS y su estado de vigencia es vigente.
Trayectoria: Ha ocupado 3 cargos significativos a lo largo de su trayectoria.
Secuencia profesional: PROFESOR PREGRADO en DESCONOCIDA (2002-2004); PROFESOR NO TITULAR OCASIONAL (TP) en FACULTAD DE CIENCIAS SOCIALES Y HUMANÍSTICAS (2004-2022); PROFESOR NO TITULAR OCASIONAL (TC) en FACULTAD DE CIENCIAS SOCIALES Y HUMANÍSTICAS (desde 2022).
Movilidad: Ha realizado 2 cambios de cargo y 1 cambios de unidad. Ha desarrollado su trayectoria en 2 unidades.
Permanencia: La duración media de sus cargos es de 8.1 años y la duración mediana es de 4.0 años. Su cargo de mayor duración se mantuvo durante 17.9 años.
Estabilidad: Su trayectoria presenta permanencias relativamente prolongadas en sus cargos, con una duración mediana de 4.0 años por cargo.
Movilidad profesional: Ha permanecido durante varios años en un mismo cargo y unidad, sin cambios frecuentes.
Patrones de trayectoria: Permanencia prolongada en al menos un cargo (máximo 17.9 años). Predominio de períodos prolongados en su historial de cargos.",3,3,2,1,8.08,3.97,17.93,2,2,1.0
1991,"TRAYECTORIA PROFESIONAL
Estado actual: Actualmente ocupa el cargo de JEFE DE LABORATORIO DE COMPUTACIÓN en DESCONOCIDA y su estado de vigencia es no vigente.
Trayectoria: Ha ocupado 5 cargos significativos a lo largo de su trayectoria.
Secuencia profesional: ASISTENTE TÉCNICO DE COMPUTADORA en DESCONOCIDA (2002-2003); JEFE DE LABORATORIO DE COMPUTACIÓN en DESCONOCIDA (2003-2004); ADMINISTRADOR DE LABORATORÍO DE COMPUTACIÓN en DESCONOCIDA (en 2004); JEFE DE LABORATORIO DE COMPUTACIÓN en DESCONOCIDA (2006-2014); PARTICIPACIÓN EN CONCURSO DE SELECCIÓN DE OFERTAS N° 02-2008 en DESCONOCIDA (en 2008); MEJOR TRABAJADOR FIEC en DESCONOCIDA (en 2008); ANALISTA DE SEGURIDAD INFORMÁTICO 3 en DESCONOCIDA (2010-2021); SUBGERENTE DE INFRAESTRUCTURA TECNOLÓGICA Y SEGURIDAD INFORMÁTICA en GERENCIA DE TECNOLOGÍAS Y SISTEMAS DE INFORMACIÓN (2014-2021); JEFE DE LABORATORIO DE COMPUTACIÓN en DESCONOCIDA (en 2015).
Movilidad: Ha realizado 8 cambios de cargo y 2 cambios de unidad. Ha desarrollado su trayectoria en 2 unidades.
Permanencia: La duración media de sus cargos es de 3.2 años y la duración mediana es de 0.6 años. Su cargo de mayor duración se mantuvo durante 11.2 años.
Estabilidad: Su trayectoria combina cargos de distinta duración, con una mediana de 0.6 años por cargo.
Movilidad profesional: Ha ocupado varios cargos a lo largo de su trayectoria (8 cambios de cargo), con cambios entre distintas unidades (2 cambios de unidad).
Patrones de trayectoria: Permanencia prolongada en al menos un cargo (máximo 11.2 años). Múltiples cambios de cargo a lo largo de su trayectoria (8). Múltiples cambios de unidad a lo largo de su trayectoria (2).",9,5,8,2,3.16,0.63,11.15,2,2,0.556
2006,"TRAYECTORIA PROFESIONAL
Estado actual: Actualmente ocupa el cargo de PROFESOR NO TITULAR OCASIONAL (TC) en FACULTAD DE CIENCIAS NATURALES Y MATEMÁTICAS y su estado de vigencia es vigente.
Trayectoria: Ha ocupado 2 cargos significativos a lo largo de su trayectoria.
Secuencia profesional: PROFESOR NO TITULAR OCASIONAL (TC) en DESCONOCIDA (2014-2016); PROFESOR NO TITULAR OCASIONAL (TC) en FACULTAD DE CIENCIAS NATURALES Y MATEMÁTICAS (desde 2021).
Movilidad: Ha realizado 0 cambios de cargo y 1 cambios de unidad. Ha desarrollado su trayectoria en 2 unidades.
Permanencia: La duración media de sus cargos es de 3.6 años y la duración mediana es de 3.6 años. Su cargo de mayor duración se mantuvo durante 5.0 años.
Estabilidad: Su trayectoria presenta permanencias relativamente prolongadas en sus cargos, con una duración mediana de 3.6 años por cargo.
Movilidad profesional: Ha permanecido durante varios años en un mismo cargo y unidad, sin cambios frecuentes.
Patrones de trayectoria: Permanencia prolongada en al menos un cargo (máximo 5.0 años). Predominio de períodos prolongados en su historial de cargos.",2,2,0,1,3.59,3.59,4.95,2,2,1.0
2008,"TRAYECTORIA PROFESIONAL
Estado actual: Actualmente ocupa el cargo de DIRECTOR DEL CENTRO DE INVESTIGACIONES Y SERVICIOS EDUCATIVOS en CENTRO DE INVESTIGACIONES Y SERVICIOS EDUCATIVOS y su estado de vigencia es no vigente.
Trayectoria: Ha ocupado 2 cargos significativos a lo largo de su trayectoria.
Secuencia profesional: ANALISTA DE FORMACIÓN ACADÉMICA en CENTRO DE INVESTIGACIONES Y SERVICIOS EDUCATIVOS (2015-2023); DIRECTOR DEL CENTRO DE INVESTIGACIONES Y SERVICIOS EDUCATIVOS en CENTRO DE INVESTIGACIONES Y SERVICIOS EDUCATIVOS (2018-2019).
Movilidad: Ha realizado 1 cambios de cargo y 0 cambios de unidad. Ha desarrollado su trayectoria en 1 unidades.
Permanencia: La duración media de sus cargos es de 4.6 años y la duración mediana es de 4.6 años. Su cargo de mayor duración se mantuvo durante 8.0 años.
Estabilidad: Su trayectoria presenta permanencias relativamente prolongadas en sus cargos, con una duración mediana de 4.6 años por cargo.
Movilidad profesional: Ha permanecido durante varios años en un mismo cargo y unidad, sin cambios frecuentes.
Patrones de trayectoria: Permanencia prolongada en al menos un cargo (máximo 8.0 años). Trayectoria concentrada en una sola unidad. Predominio de períodos prolongados en su historial de cargos.",2,2,1,0,4.62,4.62,8.0,1,1,1.0
2022,"TRAYECTORIA PROFESIONAL
Estado actual: Actualmente ocupa el cargo de ANALISTA DE COMPRAS PÚBLICAS 2 en DIRECCIÓN DE ADQUISICIONES y su estado de vigencia es vigente.
Trayectoria: Ha ocupado 6 cargos significativos a lo largo de su trayectoria.
Secuencia profesional: APOYO EN TOMA FISICA DE INVENTARIO en DESCONOCIDA (2001-2002); CONCILIACIÓN DE CUENTAS en DESCONOCIDA (2002-2004); CONTROL DE MERCADERIAS en DESCONOCIDA (en 2004); AYUDANTE DE BODEGA en DESCONOCIDA (2005-2008); PROFESOR en DESCONOCIDA (en 2006); AYUDANTE DE GUARDALMACÉN en DESCONOCIDA (en 2009); AYUDANTE DE BODEGA en DESCONOCIDA (2010-2014); ANALISTA DE COMPRAS PÚBLICAS 2 en DIRECCIÓN DE ADQUISICIONES (desde 2015).
Movilidad: Ha realizado 7 cambios de cargo y 1 cambios de unidad. Ha desarrollado su trayectoria en 2 unidades.
Permanencia: La duración media de sus cargos es de 3.1 años y la duración mediana es de 1.5 años. Su cargo de mayor duración se mantuvo durante 11.7 años.
Estabilidad: Su trayectoria combina cargos de distinta duración, con una mediana de 1.5 años por cargo.
Movilidad profesional: Ha ocupado varios cargos distintos (7 cambios de cargo), manteniéndose dentro de la misma unidad.
Patrones de trayectoria: Permanencia prolongada en al menos un cargo (máximo 11.7 años). Múltiples cambios de cargo a lo largo de su trayectoria (7).",8,6,7,1,3.08,1.5,11.71,2,2,0.75
2031,"TRAYECTORIA PROFESIONAL
Estado actual: Actualmente ocupa el cargo de DIRECTOR DE SEGURIDAD Y CONTROL DE SISTEMAS en GERENCIA DE TECNOLOGÍAS Y SISTEMAS DE INFORMACIÓN y su estado de vigencia es vigente.
Trayectoria: Ha ocupado 7 cargos significativos a lo largo de su trayectoria.
Secuencia profesional: AYUDANTE en DESCONOCIDA (1998-2000); ... (3 cargos intermedios omitidos) ...; ASESOR en DESCONOCIDA (en 2007); DOCENTE en DESCONOCIDA (2010-2011); ANALISTA DE TELECOMUNICACIONES 3 en GERENCIA DE TECNOLOGÍAS Y SISTEMAS DE INFORMACIÓN (2015-2022); SUBGERENTE DE INFRAESTRUCTURA TECNOLÓGICA Y SEGURIDAD INFORMÁTICA en DESCONOCIDA (en 2015); SUBGERENTE DE INFRAESTRUCTURA TECNOLÓGICA Y SEGURIDAD INFORMÁTICA en DESCONOCIDA (en 2016); SUBGERENTE DE INFRAESTRUCTURA TECNOLÓGICA Y SEGURIDAD INFORMÁTICA en DESCONOCIDA (en 2016); SUBGERENTE DE INFRAESTRUCTURA TECNOLÓGICA Y SEGURIDAD INFORMÁTICA en DESCONOCIDA (en 2017); SUBGERENTE DE INFRAESTRUCTURA TECNOLÓGICA Y SEGURIDAD INFORMÁTICA en DESCONOCIDA (en 2018); DIRECTOR DE SEGURIDAD Y CONTROL DE SISTEMAS en GERENCIA DE TECNOLOGÍAS Y SISTEMAS DE INFORMACIÓN (desde 2022).
Movilidad: Ha realizado 8 cambios de cargo y 3 cambios de unidad. Ha desarrollado su trayectoria en 2 unidades.
Permanencia: La duración media de sus cargos es de 2.0 años y la duración mediana es de 1.0 años. Su cargo de mayor duración se mantuvo durante 7.7 años.
Estabilidad: Su trayectoria combina cargos de distinta duración, con una mediana de 1.0 años por cargo.
Movilidad profesional: Ha ocupado varios cargos a lo largo de su trayectoria (8 cambios de cargo), con cambios entre distintas unidades (3 cambios de unidad).
Patrones de trayectoria: Permanencia prolongada en al menos un cargo (máximo 7.7 años). Múltiples cambios de cargo a lo largo de su trayectoria (8). Múltiples cambios de unidad a lo largo de su trayectoria (3).",13,7,8,3,2.04,1.0,7.68,2,2,0.538
