IDPERSONA,FUENTE,TEXTO
709,PUBLICACION,COASTAL PHYSICAL VULNERABILITY TO SEA LEVEL RISE FOR INTEGRATED COASTAL MANAGEMENT IN SANTA ELENA BAY IN THE ACTIVE ECUADORIAN MARGIN
725,PUBLICACION,DEVICE FREE INDOOR LOCALIZATION IN THE 28 GHZ BAND BASED ON MACHINE LEARNING
725,PUBLICACION,TRILATERATION-BASED INDOOR LOCATION USING SUPERVISED LEARNING ALGORITHMS
725,PUBLICACION,VEHICLE BLOCKING EFFECT IN AN URBAN NLOS RADIO LINK OPERATING IN THE 28 GHZ BAND
725,PUBLICACION,EXPLOITING SITE-SPECIFIC PROPAGATION CHARACTERISTICS IN DIRECTIONAL SEARCH AT 28 GHZ
725,PUBLICACION,POSITION-AIDED MM-WAVE BEAM TRAINING UNDER NLOS CONDITIONS
725,PUBLICACION,A CO-PLANAR WAVEGUIDE ANTENNA USING GRAPHENE FOR APPLICATIONS OF WEARABLE TECHNOLOGY
725,PUBLICACION,COMPARISON OF ALTERNATIVES FOR RURAL ELECTRIFICATION IN ECUADOR: CASE STUDY OF ISLETS IN THE GULF OF GUAYAQUIL
725,PUBLICACION,DESIGN AND SIMULATION OF A LOW COST STAR-TYPE ANTENNA OPERATING AT 28.75 GHZ
760,PUBLICACION,EDUCATIONAL INNOVATION IN A CHEMISTRY COURSE FOR ENGINEERING: A COMPARATIVE STUDY BETWEEN TRADITIONAL LEARNING AND ACTIVE LEARNING
768,PUBLICACION,ULTIMATE LOCAL STRENGTH OF A SUBMARINE STRUCTURE CONSIDERING THE INFLUENCE OF LOCALIZED REDUCTION OF THICKNESS.
768,PUBLICACION,PRELIMINARY ASSESSMENT OF THE EFFECT OF BOTTOM WARP ON THE DYNAMICS OF PLANING HULLS USING OPENFOAM
768,PUBLICACION,OPTIMAL CONCEPTUAL DESIGN USING NSGA-II ALGORITHM FOR GALÁPAGOS INTERISLAND SERVICE SMALL CRAFT INCLUDING FLAPS
768,PUBLICACION,CONCEPTUAL DESIGN RECOMMENDATIONS TO IMPROVE SEAKEEPING OF SMALL HIGH-SPEED CRAFT PROVIDING INTERISLAND TRANSPORTATION IN GALAPAGOS
768,PUBLICACION,INFLUENCIA DE LOS REFUERZOS EN PANELES DEL FONDO DE UNA LANCHA PLANEADORA BAJO CARGA DE IMPACTO
768,PUBLICACION,"DETERMINACIÓN EXPERIMENTAL DEL MECANISMO DE FALLA DE
PANELES REFORZADOS BAJO CARGA LATERAL DISTRIBUIDA"
768,PUBLICACION,"SIMULACIÓN NUMÉRICA DEL FENÓMENO DE SURF-RIDING EN OLAS
REGULARES DE UN BUQUE ATUNERO ECUATORIANO DE 45 M"
768,PUBLICACION,RESISTENCIA EXPERIMENTAL DE PANELES DE PLANCHA REFORZADOS ORTOGONALMENTE SOMETIDOS A CARGA DE IMPACTO
768,PUBLICACION,ANALISIS ESTRUCTURAL DE UNA EMBARCACIÓN DE SERVICIO HOSPITALARIO FLUVIAL
768,PUBLICACION,EXPERIMENTAL ASSESSMENT OF A ROLL-BASED WAVE ENERGY CONVERTER
768,PUBLICACION,PRELIMINARY NUMERICAL ASSESSMENT OF MARINE TURBINES WITH RIGID BLADES USING LOW REYNOLDS APPROACH
769,PUBLICACION,DYNAMICS BETWEEN UNIVERSITIES AND SOCIAL ENTREPRENEURS: INSIGHTS FROM A MULTI‐COUNTRY PROJECT IN LATIN AMERICA
769,PUBLICACION,"FACTORS AFFECTING ENTREPRENEURS' PERFORMANCE AT THE BOTTOM OF THE PYRAMID: A
FRUGAL INNOVATION APPROACH"
769,PUBLICACION,INSIGHTS ABOUT EDUCATIONAL RESOURCES FOR SOFTWARE ENGINEERS: THE PERSPECTIVE OF ECUADORIAN PROFESSIONALS
769,PUBLICACION,MINING WORLDWIDE ENTREPRENEURS PSYCHOLINGUISTIC DIMENSIONS FROM TWITTER
769,PUBLICACION,KNOW YOUR CUSTOMER: DETECTION OF CUSTOMER EXPERIENCE (CX) IN SOCIAL PLATFORMS USING TEXT CATEGORIZATION
769,PUBLICACION,LEARNING SCRUM BY DOING REAL-LIFE PROJECTS
769,PUBLICACION,EVALUATION OF PROTOTYPING TOOLS BASED ON CATEGORIES AND PARAMETERS
769,PUBLICACION,GLOBAL ENTREPRENEURSHIP MONITOR ECUADOR 2017
769,PUBLICACION,EMPRENDEDORES SENIOR- REPORTE ESPECIAL ECUAODR 2013-2016
769,PUBLICACION,GEM ECUADOR 2015
780,PUBLICACION,OVERCOMING LIMITATIONS OF POLYMER ADDITIVE MANUFACTURING FOR SNAP-FIT JOINT DESIGN AND PART ASSEMBLY
780,PUBLICACION,METHODOLOGY TO DESIGN 3D PRINTED JOINTS: A CASE STUDY APPLIED TO ARM SPLINTS FOR HEALTHCARE
780,PUBLICACION,DESIGN OF A PHOTOVOLTAIC SOLAR SYSTEM FOR CHARGING MOBILIZATION ELECTRIC VEHICLES UNIVERSITY
780,PUBLICACION,QUANTIFYING DISCREPANCIES AT POSITIONING CUSTOM 3D-PRINTED SURGICAL GUIDES FOR BONE TUMOR RESECTION
780,PUBLICACION,DETAILED DESIGN PROCESS AND ASSEMBLY CONSIDERATIONS FOR SNAP-FIT JOINTS USING ADDITIVE MANUFACTURING
780,PUBLICACION,METHODOLOGY FOR DESIGN PROCESS OF A SNAP-FIT JOINT MADE BY ADDITIVE MANUFACTURING
780,PUBLICACION,DESIGN OF A STIRLING ENGINE PROTOTYPE BASED ON SOLAR ENERGY
780,PUBLICACION,SIX-AXIS LOWER-LIMB EXOSKELETON CONTROL SYSTEM BASED ON NEURAL NETWORKS
780,PUBLICACION,OPTIMIZATION OF THE DESIGN OF A PILOT BIOGAS PRODUCTION UNIT FOR RURAL AREAS
780,PUBLICACION,FUTURE TRENDS OF ADDITIVE MANUFACTURING IN MEDICAL APPLICATIONS: AN OVERVIEW
780,PUBLICACION,CONTROL SYSTEM FOR CENTER OF MASS POSITION AND ANGLE IN QUADRUPED ROBOTS
780,PUBLICACION,EXOESQUELETO PARA NIÑOS CON DISCAPACIDAD MOTRIZ
787,PUBLICACION,"INFORME SOBRE LA FORMACIÓN INICIAL Y CONTINUA DE PROFESORES
DE MATEMÁTICAS EN EL ECUADOR"
807,PUBLICACION,"DID SCHWABE CYCLES 19–24 INFLUENCE THE ENSO EVENTS, PDO, AND AMO
INDEXES IN THE PACIFIC AND ATLANTIC OCEANS?"
807,PUBLICACION,"SAMPLING BOTTLES FOR SHALLOW ESTUARINE WATERS, CONSTRUCTED USING
INEXPENSIVE RECYCLABLE MATERIALS"
807,PUBLICACION,"DID SCHWABE CYCLES 19–24 INFLUENCE THE ENSO EVENTS, PDO, AND AMO INDEXES IN THE PACIFIC AND ATLANTIC OCEANS?"
807,PUBLICACION,"COVID-19 IMPACTS ON BEACHES AND COASTAL WATER POLLUTION AT SELECTED SITES IN ECUADOR, AND MANAGEMENT PROPOSALS POST-PANDEMIC"
807,PUBLICACION,"LOW MERCURY, CADMIUM AND LEAD CONCENTRATIONS IN TUNA PRODUCTS FROM THE EASTERN PACIFIC"
807,PUBLICACION,COASTAL EL NIÑO 2017 OR SIMPLY: THE CARNIVAL COASTAL WARMING EVENT?
807,PUBLICACION,CAN SMALL PELAGIC FISH LANDINGS BE USED AS PREDICTORS OF HIGH-FREQUENCY OCEANOGRAPHIC FLUCTUATIONS IN THE 1-2 EL NINÕ REGION?
807,PUBLICACION,RELATIONSHIPS BETWEEN TUNA CATCH AND VARIABLE FREQUENCY OCEANOGRAPHIC  CONDITIONS
807,PUBLICACION,DISENTANGLING EASTERN PACIFIC WARMING: EL NIÑO 2023–2024 VS SEASONAL PANAMÁ BAY INFLUENCE
807,PUBLICACION,"FURTHER EVIDENCE FOR INCREASING GLOBAL NEAR-SHORE EUTROPHICATION FROM THE ESTERO SALADO, GUAYAQUIL, ECUADOR"
807,PUBLICACION,"HG, CD, AS, AND PB IN SURFACE SEDIMENTS FROM THE TROPICAL COASTAL LAGOON ESTERO SALADO, GULF OF GUAYAQUIL-ECUADOR"
807,PUBLICACION,"SAMPLING BOTTLES FOR SHALLOW ESTUARINE WATERS, CONSTRUCTED USING INEXPENSIVE RECYCLABLE MATERIALS"
807,PUBLICACION,"PLASTIC DEBRIS IN THE ECUADORIAN SHORELINE, COASTAL AND DEEP-WATER ZONES OF THE EASTERN PACIFIC MARGIN"
807,PUBLICACION,X FORO IBEROAMERICANO DE LOS RECURSOS MARINOS Y LA ACUICULTURA - X FIRMA 2021 ONLINE
807,PUBLICACION,WORLD OCEAN ASSESSMENT II
807,PUBLICACION,THE RELEVANCE OF SUSTAINABILITY IN ECUADORIAN FISHERIES AND AQUACULTURE INDUSTRY.
807,PUBLICACION,GESTIÓN Y EXPLOTACIÓN DE PESQUERÍAS: EL CASO DE LA MERLUZA ENTRE LA LÓGICA BINARIA Y LÓGICA DIFUSA
807,PUBLICACION,"“ESTUDIOS INDUSTRIALES”,  PESCA"
819,PUBLICACION,DEEP LEARNING BASED SHRIMP CLASSIFICATION
836,PUBLICACION,"COMPUESTOS BIOACTIVOS CONTRA MONILIOPHTHORA RORERI (CIF & PAR) IDENTIFICADOS EN ENMIENDAS LÍQUIDAS PRODUCIDAS LOCALMENTE (BIOLES)

PATRICIA MANZANO1"
836,PUBLICACION,"TRAY DRYER DESIGN UNDER FEED UNCERTAINTY: A CASE STUDY ON A
NUTRACEUTICAL BEVERAGE"
836,PUBLICACION,"ESTUDIO DE LA VARIABILIDAD EN EL TIEMPO Y ESPACIO DE LA ACTIVIDAD ANTIOXIDANTE Y 
COMPOSICIÓN BIOQUÍMICA DE KAPPAPHYCUS ALVAREZII EN DIFERENTES DENSIDADES 
DE SIEMBRA"
836,PUBLICACION,"CONDICIONES ÓPTIMAS DE EXTRACCIÓN DE COMPUESTOS ANTIOXIDANTE DEL ALGA
ROJA ACANTHOPHORA SPICIFERA"
836,PUBLICACION,"ESTUDIO DE LA VARIABILIDAD EN EL TIEMPO Y ESPACIO DE LA ACTIVIDAD ANTIOXIDANTE Y
COMPOSICIÓN BIOQUÍMICA DE KAPPAPHYCUS ALVAREZII EN DIFERENTES DENSIDADES
DE SIEMBRA"
836,PUBLICACION,"MATHEMATICAL MODELING OF THE KINETICS OF RELEASED
ANTIOXIDANT COMPOUNDS DURING SOLID-LIQUID EXTRACTION FOR A
NUTRACEUTICAL BEVERAGE FROM ILEX GUAYUSA, VERNONANTHURA
PATENS, AND COCOA HUSK PLANTS"
836,PUBLICACION,CHEMICAL CHARACTERIZATION OF TRICHODERMA SPP. EXTRACTS WITH ANTIFUNGAL ACTIVITY AGAINST COCOA PATHOGENS
836,PUBLICACION,CYTOTOXIC AND MICROBIOLOGICAL PROFILE OF A FUNCTIONAL BEVERAGE MADE FROM ILLEX GUAYUSA AND VERNONANTHURA PATENS LEAF EXTRACTS AND COCOA RESIDUES.
836,PUBLICACION,"CHEMICAL, ANTIFUNGAL AND ANTIOXIDANT ANALYSIS OF THE ESSENTIAL OIL EXTRACTED FROM OREGANO AND THYME FROM ECUADOR"
836,PUBLICACION,"MODELING AND OPTIMIZATION OF THE EXTRACTION OF YLANG-YLANG ESSENTIAL OILS USING SURROGATE MODELS FROM SIMULATED DATA, COUPLED WITH COVARIANCE MATRIX ADAPTATION EVOLUTION STRATEGY"
836,PUBLICACION,"TRAY DRYER DESIGN UNDER FEED UNCERTAINTY: A CASE STUDY ON A 
NUTRACEUTICAL BEVERAGE"
836,PUBLICACION,EFFECT OF SOLVENT-SOLVENT PARTITION ON ANTIOXIDANT ACTIVITY AND GC-MS PROFILE OF ILEX GUAYUSA LOES. LEAVES EXTRACT AND FRACTIONS
836,PUBLICACION,ANTI-INFLAMMATORY POTENTIAL OF PROCESSING VERNONANTHURA PATENS (KUNTH) H. ROB. LEAVES AQUEOUS EXTRACT
836,PUBLICACION,HEPATOPROTECTIVE EFFECT OF A NOVEL FUNCTIONAL DRINK BASED ON ECUADORIAN PLANT SPECIES
836,PUBLICACION,"CONDICIONES ÓPTIMAS DE EXTRACCIÓN DE COMPUESTOS ANTIOXIDANTE DEL ALGA 
ROJA ACANTHOPHORA SPICIFERA"
836,PUBLICACION,"BIOACTIVE COMPOUNDS AGAINST MONILIOPHTHORA RORERI IDENTIFIED IN LOCALLY PRODUCED LIQUID
AMENDMENTS (BIOLES)"
836,PUBLICACION,EFFECT OF COCOA BEAN SHELL ADDITION ON METABOLITE PROFILE AND ANTIOXIDANT ACTIVITY OF HERBAL INFUSIONS
836,PUBLICACION,TOCILIZUMAB ADVERSE EVENTS AND DRUGS‐RELATED REACTIONS IN RHEUMATOID ARTHRITIS: A META‐ANALYSIS STUDY
836,PUBLICACION,ACUTE ORAL TOXICITY OF A NOVEL FUNCTIONAL DRINK BASE ON ECUADORIAN PLANT SPECIES
836,PUBLICACION,POROUS SPONGES FROM THE MESOCARP OF THEOBROMA CACAO L. POD SHELLS FOR POTENTIAL BIOMATERIAL APPLICATIONS
836,PUBLICACION,RELATIONSHIP OF SARS-COV-2 AND CHRONIC DISEASES OF NUTRITIONAL ORIGIN
836,PUBLICACION,"ACUTE ORAL TOXICITY OF A NOVEL FUNCTIONAL DRINK BASED ON ILEX GUAYUSA, VERNONANTHURA PATENS, AND COCOAHUSK"
836,PUBLICACION,LARVICIDAL ACTIVITY OF ETHANOLIC EXTRACT OF AZADIRACHTA INDICA AGAINST AEDES AEGYPTI LARVAE
836,PUBLICACION,POTENTIAL BIOACTIVE COMPOUNDS OF MEDICINAL PLANTS AGAINST NEW CORONAVIRUS (SARS-COV-2): A REVIEW
836,PUBLICACION,OPTIMIZATION OF POLYPHENOLS EXTRACTION FROM COCOA BEAN SHELL USING FACTORIAL DESIGN
836,PUBLICACION,EFFECT OF RESIN CONTENT AND PRESSING TEMPERATURE ON BANANA PSEUDO-STEM PARTICLE BOARDS PROPERTIES USING FULL FACTORIAL DESIGN
836,PUBLICACION,IDENTIFICATION OF LUPEOL PRODUCED BY VERNONANTHURA PATENS (KUNTH) H. ROB. LEAF CALLUS CULTURE
836,PUBLICACION,CHEMICAL ANALYSIS OF PASSIFLORA EDULIS FO. FLAVICARPA LEAVES AND ITS NUTRACEUTICAL APPLICATIONS
836,PUBLICACION,"EFFECT OF DRYING METHODS ON PHYSICAL AND CHEMICAL
PROPERTIES OF ILEX GUAYUSA LEAVES"
836,PUBLICACION,EFFECT OF DRYING METHODS ON PHYSICAL AND CHEMICAL PROPERTIES OF ILEX GUAYUSA LEAVES
836,PUBLICACION,ANTIOXIDANT ACTIVITY OPTIMIZATION AND GC-MS PROFILE OF AQUEOUS EXTRACTS OF VERNONANTHURA PATENS (KUNTH) H. ROB. LEAVES
836,PUBLICACION,"CHEMICAL, ANTIMICROBIAL, AND MOLECULAR CHARACTERIZATION OF MORTIÑO (VACCINIUM FLORIBUNDUM KUNTH) FRUITS AND LEAVES."
836,PUBLICACION,ANTIOXIDANT ACTIVITY AND GC-MS PROFILE OF EXTRACT AND FRACTIONS OF CONYZA BONARIENSIS L. LEAVES
836,PUBLICACION,DETERMINATION OF GIBBERELLIC ACID IN A COMMERCIAL SEAWEED EXTRACT BY CAPILLARY ELECTROPHORESIS
836,PUBLICACION,INHIBITORY ACTIVITY OF CONYZA BONARIENSIS (L.) CRONQUIST TINCTURE AGAINST FUNGI AND BACTERIA CAUSING SUPERFICIAL INFECTIONS
836,PUBLICACION,FIELD EVALUATION OF PLANTS MOLLUSCICIDE AGAINST POMACEA CANALICULATA
836,PUBLICACION,"PHYSICOCHEMICAL CHARACTERIZATION OF THEOBROMA CACAO L. SWEATINGS, IN ECUADORIAN COAST"
836,PUBLICACION,"LINEAR PROGRAMMING FORMULATION OF A DAIRY DRINK MADE OF COCOA, COFFEE AND ORANGE BY-PRODUCTS"
836,PUBLICACION,EFFECT OF DRYING METHOD ON PHYSICAL AND CHEMICAL PROPERTIES OF ILEX GUAYUSA LEAVES
836,PUBLICACION,"CHEMICAL COMPOSITION OF ESSENTIAL OILS OF SHELLS, JUICE AND SEEDS OF PASSIFLORA LIGULARIS JUSS FROM ECUADOR"
836,PUBLICACION,"STUDIES OF THE VOLATILE COMPOUNDS PRESENT IN LEAVES, STEMS AND FLOWERS OF VERNONANTHURA PATENS (KUNTH) H. ROB"
836,PUBLICACION,IN VITRO ANTI-PROTOZOAL ASSESSMENT OF VERNONANTHURA PATENTS EXTRACTS
836,PUBLICACION,ESTUDIO MORFO-ANATÓMICO E IDENTIFICACIÓN GENÉTICA DE VERNONANTHURA PATENS (KUNTH) H. ROB.
836,PUBLICACION,"MOLLUSCICIDAL ACTIVITY OF THE AQUEOUS EXTRACTS FROM SOLANUM MAMMOSUM L., SAPINDUS SAPONARIA L. AND JATROPHA CURCAS L. AGAINST POMACEA CANALICULATA"
836,PUBLICACION,"QUANTIFICATION OF TRANS-ZEATIN IN CORN WASTES AND LIQUID ORGANIC FERTILIZERS BY
HPLC CHROMATOGRAPHY"
836,PUBLICACION,"MOLLUSCICIDAL ACTIVITY OF THE AQUEOUS EXTRACTS FROM SOLANUM MAMMOSUM L.,
SAPINDUS SAPONARIA L. AND JATROPHA CURCAS L. AGAINST POMACEA CANALICULATA"
836,PUBLICACION,ALGUNOS PARÁMETROS FARMACOGNÓSTICOS DE VERNONANTHURA PATENS (KUNTH) H. ROB. (ASTERACEAE) ENDÉMICA DE ECUADOR
836,PUBLICACION,"CARACTERIZACIÓN FÍSICO - QUÍMICA DE LAS FIBRAS OBTENIDAS DEL PSEUDOTALLO DE LA PLANTA DE BANANO (MUSA PARADISIACA), PROCEDENTE DEL CANTÓN EL GUABO DE LA PROVINCIA DE EL ORO"
836,PUBLICACION,AISLAMIENTO Y CARACTERIZACIÓN DE LA FRACCIÓN HEXÁNICA DE LAS HOJAS DE VERNONANTHURA PATENS (KUNTH) H. ROB. CON ACTIVIDAD ANTIFÚNGICA.
836,PUBLICACION,EFECTO ANTIINFLAMATORIO Y COMPOSICIÓN QUÍMICA DEL ACEITE DE RAMAS DE BURSERA GRAVEOLENS TRIANA & PLANCH. (PALO SANTO) DE ECUADOR / ANTINFLAMMATORY EFFECT AND CHEMICAL COMPOSITION OF BURSERA GRAVEOLENS TRIANA & PLANCH. BRANCH OIL (PALO SANTO
836,PUBLICACION,"COMPARACIÓN DEL PORCENTAJE DE ACEITE Y DEL TAMAÑO DE SEIS ECOTIPOS DE SEMILLAS DE HIGUERILLA (RICINUS CONMUNIS), DE ORIGEN 1 SUDAMERICANO"
836,PUBLICACION,EFECTO ANTIINFLAMATORIO Y COMPOSICIÓN QUÍMICA DEL ACEITE DE RAMAS DE BURSERA GRAVEOLENS TRIANA & PLANCH. (PALO SANTO) DE ECUADOR
836,PUBLICACION,EFFECT OF INDUSTRIAL STEAM DISTILLATION CONDITIONS ON VOLATILES AND ANTIOXIDANT CAPACITY OF CANANGA ODORATA ESSENTIAL OILS
836,PUBLICACION,"EFFECTIVE METHOD FOR SIMULTANEOUS DETERMINATION OF ABSCISIC ACID, 3-INDOLACETIC ACID AND GIBBERELLIC ACID IN COMMERCIAL PLANT BIOSTIMULANTS BY CAPILLARY ELECTROPHORESIS WITH DIODE ARRAY DETECTION"
836,PUBLICACION,"CHANGES IN GC-MS METABOLITE PROFILE, ANTIOXIDANT CAPACITY AND ANTHOCYANINS CONTENT DURING FERMENTATION OF FINE-FLAVOR CACAO BEANS FROM ECUADOR"
836,PUBLICACION,"ANTIOXIDANT, ANTI-INFLAMMATORY, AND PHYTOCHEMICAL PROPERTIES OF JUNIPERUS OSTEOSPERMA (TORR.) LITTLE HYDROSOL: AN IN VITRO EVALUATION"
836,PUBLICACION,"SEASONAL CHANGES IN PHYTOHORMONES, FLAVONOIDS, AND ANTIOXIDANT ACTIVITY OF TWO MACROALGAE FROM THE ECUADORIAN COAST"
836,PUBLICACION,INDUCTION OF SYSTEMIC DEFENSE RESPONSES IN TOMATO AGAINST CLAVIBACTER MICHIGANENSIS BY APPLICATION OF AERATED COMPOST TEA
836,PUBLICACION,THE HERBAL PHARMACOPOEIA OF ECUADOR: A NATIONAL MODEL FOR INTEGRATING TRADITIONAL KNOWLEDGE AND BIODISCOVERY
836,PUBLICACION,MECHANICAL AND THERMAL PROPERTIES OF POLYISOCYANURATE RIGID FOAMS REINFORCED WITH AGRICULTURAL WASTE
836,PUBLICACION,MACROALGAS ROJAS: UNA ALTERNATIVA ECOLÓGICA PARA LA AGRICULTURA SOSTENIBLE DEL ECUADOR
836,PUBLICACION,"FRAMEWORK FOR SCALING-UP EXTRACTION PROCESSES IN NUTRACEUTICAL BEVERAGES: A SIMULATION, TECHNO-ECONOMIC, AND ENVIRONMENTAL ANALYSIS APPROACH"
836,PUBLICACION,"CHEMICAL, ANTIOXIDANT, AND ANTIFUNGAL ANALYSIS OF OREGANO AND THYME ESSENTIAL OILS FROM ECUADOR: EFFECT OF THYME AGAINST LASIODIPLODIA THEOBROMAE AND ITS APPLICATION IN BANANA ROT"
836,PUBLICACION,"CHEMICAL, ANTIMICROBIAL, AND MOLECULAR CHARACTERIZATION OF MORTIÑO (VACCINIUM FLORIBUNDUM KUNTH) FRUITS AND LEAVES"
836,PUBLICACION,"EL ACEITE DE RICINUS,  OTRA ALTERNATIVA PARA BIODIESEL"
836,PUBLICACION,"BURSERA GRAVEOLENS (PALO SANTO), NATIVE SPECIES OF THE ECUADORIAN DRY FOREST"
836,PUBLICACION,MEDICINAL PLANTS AGAINST HELICOBACTER PYLORI
836,PUBLICACION,MEDICINAL PLANTS AND EPIGENETIC MECHANISMS IN CANCER
836,PUBLICACION,"CINCHONA PUBESCENS (CASCARILLA), ENDEMIC SPECIES FROM THE ANDEAN FOREST OF SOUTH AMERICA"
836,PUBLICACION,GLYCATED HEMOGLOBIN AS A LIMIT MARKER FOR EARLY DIAGNOSIS OF DIABETES MELLITUS IN OVERWEIGHT PATIENTS (METABOLIC SYNDROME)
836,PUBLICACION,INHIBITORY EFFECT OF ANGIOTENSIN-CONVERTING ENZYME AND ANTIOXIDANT CAPACITY OF PANELA TYPE CHEESES
836,PUBLICACION,"RENAL, METABOLIC AND UROLOGIC DISORDERS, SPECIAL TOPICS: ALTERNATIVE THERAPIES, METABOLIC DISORDERS"
836,PUBLICACION,ANÁLISIS COMPARATIVO DE LOS PARÁMETROS BROMATOLÓGICOS Y SENSORIALES DE INFUSIONES DE ILEX GUAYUSA
836,PUBLICACION,ESSENTIAL OIL FROM MEDICINAL PLANTS: A REVIEW ON SKIN DISEASE TREATMENTS
836,PUBLICACION,ESSENTIAL OILS FROM MEDICINAL PLANTS: A REVIEW OF SKIN DISEASES
836,PUBLICACION,POSCOSECHA Y ESTUDIO DE COMPUESTOS VOLÁTILES EN LA MADURACIÓN DE GUAIJÍ (COUEPIA SUBCORDATA)
836,PUBLICACION,ADVANCES IN STUDIES OF VERNONANTHURA PATENS (KUNTH) H. ROB. GROWING IN ECUADOR
836,PUBLICACION,ADVANCES IN STUDIES OF VERNONANTHURA PATENS (KUNTH) H. ROB. GROWING IN ECUADOR.
846,PUBLICACION,EVALUATION OF THE PERCEPTION OF HOSPITAL QUALITY IN PATIENTS OF A HOSPITAL-CLÍNICA IN THE CITY OF GUAYAQUIL
846,PUBLICACION,FAMILY-WORK AND WORK-FAMILY CONFLICT AND JOB PERFORMANCE OF ECUADORIAN TEACHERS
846,PUBLICACION,EVALUACIÓN DE LA CALIDAD DE SERVICIO DE LAS APLICACIONES DE DELIVERY Y SU INFLUENCIA EN LA LEALTAD DEL CONSUMIDOR
846,PUBLICACION,SATISFACTION OF VIRTUAL INTERACTION PLATFORMS AND ITS EFFECT ON WORK PERFORMANCE IN THE TELEWORKING MODALITY
846,PUBLICACION,CHINA VS. ECUADOR: ¿QUE INDUSTRIA TEXTIL SATISFACE AL CONSUMIDOR?
846,PUBLICACION,CHINA VS. ECUADOR: ¿QUÉ INDUSTRIA TEXTIL SATISFACE AL CONSUMIDOR GUAYAQUILEÑO?
846,PUBLICACION,ECO-INNOVACIÓN EN EMPRESAS MANUFACTURERAS DE COLOMBIA Y ECUADOR
846,PUBLICACION,IMPACT ON KNOWLEDGE MANAGEMENT AND PRODUCTIVITY OF COMPANIES WITH TRAINING RECEIVED FROM THE CONTINUING EDUCATION CENTERS
846,PUBLICACION,ANÁLISIS DE LA PERCEPCIÓN DE LOS ANUNCIOS PUBLICITARIOS EN REDES SOCIALES DE MAESTRÍAS PROFESIONALIZANTES: UN ESTUDIO CON ECUACIONES ESTRUCTURALES
846,PUBLICACION,"ANÁLISIS DE LA CALIDAD DEL SERVICIO DE RESTAURANTES DEL SECTOR TURÍSTICO DE LA PROVINCIA DE SANTA ELENA, ECUADOR"
846,PUBLICACION,"INICIATIVAS INNOVADORAS DEL SECTOR AGRÍCOLA: CASO DE LA PIÑA DE NARANJITO, ECUADOR"
846,PUBLICACION,IMPACT ON KNOWLEDGE MANAGEMENT AND PRODUCTIVITY OF COMPANIES WITH TRAINING RECEIVED FROM THE CONTINUING EDUCATION CENTER OF ESPOL.
846,PUBLICACION,MODELO MATEMÁTICO PARA LA OPTIMIZACIÓN DEL VRP DE UNA FLOTA FIJA HETEROGÉNEA CON VENTANAS DE TIEMPO HFFCVRPTW
846,PUBLICACION,RUTEO VEHICULAR CON VENTANAS DE TIEMPO APLICANDO EL ALGORITMO CLARKE & WRIGHT PARA UNA EMPRESA DE INSUMOS MÉDICOS
846,PUBLICACION,IMPACTO DE LA CALIDAD DE SERVICIOS DE CENTROS DE EDUCACIÓN CONTINUA EN LA PRODUCTIVIDAD DEL CONOCIMIENTO
846,PUBLICACION,PROPUESTA DE SUSTENTABILIDAD PARA EL FONDO DEL INSTITUTO ECUATORIANO DE SEGURIDAD SOCIAL (IESS)
846,PUBLICACION,"RELACIÓN ENTRE LA DESIGUALDAD EN EL INGRESO, EL CRECIMIENTO ECONÓMICO, LA EDUCACIÓN Y LA POBREZA: UNA EXPLICACIÓN DESDE KUZNETS PARA CHILE."
846,PUBLICACION,"DECENTRALIZATION (GOVERNMENT DENSITY) AND HUMAN DEVELOPMENT / LA DESCENTRALIZACIÓN (DENSIDAD
GUBERNAMENTAL) Y DESARROLLO HUMANO"
846,PUBLICACION,"DIAGNÓSTICO EMPRESARIAL Y CAPACIDAD DE
ABSORCIÓN E INNOVACIÓN DE LAS PYMES DEL
SECTOR INDUSTRIAL FARMACEUTICO DE
GUAYAQUIL."
846,PUBLICACION,"MODELO DEL MAPEO DEL FLUJO DE VALOR –
VALUE STREAM MAPPING (VSM) PARA LA
MEJORA DE PROCESOS DE PRODUCCIÓN DE
EMPRESA DE DULCERÍA-CAFÉ"
846,PUBLICACION,"MODELO DE PROGRAMACIÓN LINEAL
APLICADO A UNA EMPRESA PYME DE
CALZADO"
846,PUBLICACION,MODELO DE OPTIMIZACIÓN PARA LA PLANIFICACIÓN DE ABASTECIMIENTO DE PRODUCTOS DE BELLEZA
846,PUBLICACION,MODELO MATEMÁTICO PARA LA OPTIMIZACIÓN DEL PLAN MAESTRO DE PRODUCCIÓN PARA LÁCTEOS
846,PUBLICACION,OPTIMIZATION MODEL FOR PLANNING SUPPLY BEAUTY PRODUCTS
846,PUBLICACION,APLICACIÓN DE TECNICAS DE SIMULACIÓN Y MEJORA DE PROCESOS PARA UNA EMPRESA EXPORTADORA DE CAMARÓN EN EL ÁREA DE OFICINA Y PRODUCCIÓN
846,PUBLICACION,OPTIMIZACIÓN DEL SERVICIO DE MULTISERVIDORES BASADO EN SIMULACIÓN MATEMÁTICA
846,PUBLICACION,MODELO DE GESTIÓN DE PROCESOS Y EVALUACIÓN DEL SERVICIO AL CLIENTE PARA UN CENTRO DE SALUD
846,PUBLICACION,"METODOLOGÍA PARA LA MEJORA DE LA PRODUCTIVIDAD EN EMPRESAS
PYMES"
